,Transaction Date,Item,Quantity
2563,2023-12-17,Sandwich,19
2564,2023-12-17,Smoothie,9
2565,2023-12-17,Tea,5
2566,2023-12-18,Cake,5
2567,2023-12-18,Coffee,8
2568,2023-12-18,Cookie,5
2569,2023-12-18,Juice,5
2570,2023-12-18,Salad,13
2571,2023-12-18,Sandwich,12
2572,2023-12-18,Smoothie,2
2573,2023-12-18,Tea,1
2574,2023-12-19,Cake,8
2575,2023-12-19,Coffee,16
2576,2023-12-19,Cookie,5
2577,2023-12-19,Juice,6
2578,2023-12-19,Salad,14
2579,2023-12-19,Sandwich,3
2580,2023-12-19,Tea,4
2581,2023-12-20,Cake,4
2582,2023-12-20,Coffee,9
2583,2023-12-20,Cookie,3
2584,2023-12-20,Salad,11
2585,2023-12-20,Smoothie,5
2586,2023-12-20,Tea,9
2587,2023-12-21,Cake,4
2588,2023-12-21,Coffee,17
2589,2023-12-21,Cookie,11
2590,2023-12-21,Juice,15
2591,2023-12-21,Salad,5
2592,2023-12-21,Sandwich,2
2593,2023-12-21,Smoothie,8
2594,2023-12-22,Cake,10
2595,2023-12-22,Coffee,4
2596,2023-12-22,Cookie,10
2597,2023-12-22,Juice,16
2598,2023-12-22,Salad,8
2599,2023-12-22,Sandwich,4
2600,2023-12-22,Smoothie,8
2601,2023-12-22,Tea,10
2602,2023-12-23,Cake,5
2603,2023-12-23,Coffee,1
2604,2023-12-23,Cookie,3
2605,2023-12-23,Juice,6
2606,2023-12-23,Salad,4
2607,2023-12-23,Sandwich,4
2608,2023-12-23,Smoothie,13
2609,2023-12-23,Tea,7
2610,2023-12-24,Cake,10
2611,2023-12-24,Coffee,12
2612,2023-12-24,Cookie,6
2613,2023-12-24,Juice,17
2614,2023-12-24,Salad,4
2615,2023-12-24,Sandwich,3
2616,2023-12-24,Smoothie,10
2617,2023-12-24,Tea,21
2618,2023-12-25,Coffee,4
2619,2023-12-25,Cookie,8
2620,2023-12-25,Juice,23
2621,2023-12-25,Salad,5
2622,2023-12-25,Sandwich,8
2623,2023-12-25,Smoothie,7
2624,2023-12-25,Tea,12
2625,2023-12-26,Cake,16
2626,2023-12-26,Coffee,4
2627,2023-12-26,Cookie,7
2628,2023-12-26,Juice,7
2629,2023-12-26,Salad,8
2630,2023-12-26,Sandwich,7
2631,2023-12-26,Smoothie,9
2632,2023-12-26,Tea,8
2633,2023-12-27,Cake,4
2634,2023-12-27,Coffee,6
2635,2023-12-27,Cookie,12
2636,2023-12-27,Juice,10
2637,2023-12-27,Salad,12
2638,2023-12-27,Sandwich,3
2639,2023-12-27,Smoothie,6
2640,2023-12-27,Tea,5
2641,2023-12-28,Cake,15
2642,2023-12-28,Coffee,4
2643,2023-12-28,Cookie,10
2644,2023-12-28,Juice,5
2645,2023-12-28,Salad,1
2646,2023-12-28,Smoothie,11
2647,2023-12-28,Tea,6
2648,2023-12-29,Cake,4
2649,2023-12-29,Cookie,7
2650,2023-12-29,Juice,12
2651,2023-12-29,Salad,3
2652,2023-12-29,Sandwich,2
2653,2023-12-29,Smoothie,5
2654,2023-12-29,Tea,9
2655,2023-12-30,Cake,3
2656,2023-12-30,Coffee,8
2657,2023-12-30,Cookie,8
2658,2023-12-30,Juice,11
2659,2023-12-30,Salad,9
2660,2023-12-30,Smoothie,1
2661,2023-12-30,Tea,8
2662,2023-12-31,Cake,4
2663,2023-12-31,Cookie,5
2664,2023-12-31,Juice,6
2665,2023-12-31,Salad,9
2666,2023-12-31,Sandwich,7
2667,2023-12-31,Smoothie,1
2668,2023-12-31,Tea,2
